"LSOA01","Name","Annual Average Electricity Domestic Consumption  (kWh)(2007)","Annual Average Electricity Domestic Consumption  (kWh)(2008)","Annual Average Electricity Domestic Consumption  (kWh)(2009)","Annual Average Electricity Domestic Consumption  (kWh)(2010)","Annual Average Ordinary Electricity Domestic Consumption  (kWh)(2007)","Annual Average Ordinary Electricity Domestic Consumption  (kWh)(2008)","Annual Average Ordinary Electricity Domestic Consumption  (kWh)(2009)","Annual Average Ordinary Electricity Domestic Consumption  (kWh)(2010)","Annual Average Economy 7 Electricity Domestic Consumption  (kWh)(2007)","Annual Average Economy 7 Electricity Domestic Consumption  (kWh)(2008)","Annual Average Economy 7 Electricity Domestic Consumption  (kWh)(2009)","Annual Average Economy 7 Electricity Domestic Consumption  (kWh)(2010)","Annual Total Domestic Electricity Consumption  (kWh)(2007)","Annual Total Domestic Electricity Consumption  (kWh)(2008)","Annual Total Domestic Electricity Consumption  (kWh)(2009)","Annual Total Domestic Electricity Consumption  (kWh)(2010)","Annual Ordinary Domestic Electricity Consumption  (kWh)(2007)","Annual Ordinary Domestic Electricity Consumption  (kWh)(2008)","Annual Ordinary Domestic Electricity Consumption  (kWh)(2009)","Annual Ordinary Domestic Electricity Consumption  (kWh)(2010)","Annual Economy 7 Domestic Electricity Consumption  (kWh)(2007)","Annual Economy 7 Domestic Electricity Consumption  (kWh)(2008)","Annual Economy 7 Domestic Electricity Consumption  (kWh)(2009)","Annual Economy 7 Domestic Electricity Consumption  (kWh)(2010)","Number of Ordinary Domestic Meters(2010)","Number of Economy 7 Meters(2010)",
"_E01014651","Talbot Hill","3970","3894","3758","3744","3829.0","3809.0","3607.0","3588.0","6496.0","5491.0","7000.0","7252.0","2639919","2612694","2543842","2538667","2412546.0","2426001.0","2333836.0","2328346.0","227373.0","186693.0","210006.0","210321.0","649","29.0",
"_E01014652","Redcliffe","4628","4617","4508","4479","2872.0","3081.0","2957.0","3010.0","6464.0","6282.0","6190.0","6100.0","6256885","6339802","6248691","6274799","1984332.0","2200118.0","2132319.0","2212129.0","4272554.0","4139683.0","4116372.0","4062670.0","735","666.0",
"_E01014653","Easton Road","4157","3754","3531","3887","3398.0","3222.0","3116.0","3401.0","5570.0","4801.0","4338.0","4830.0","4547518","4287601","4000772","4365293","2419604.0","2439105.0","2330636.0","2520266.0","2127914.0","1848496.0","1670136.0","1845028.0","741","382.0",
"_E01014654","St Judes","4107","3780","3563","3694","3696.0","3424.0","3265.0","3426.0","5589.0","5118.0","4688.0","4665.0","3647145","3379294","3331379","3450256","2568494.0","2417162.0","2412571.0","2508009.0","1078651.0","962132.0","918808.0","942247.0","732","202.0",
"_E01014655","Stapleton Road","3161","3012","2949","2886","2909.0","2797.0","2725.0","2660.0","5188.0","4692.0","4634.0","4574.0","3512377","3367511","3344038","3246583","2874199.0","2771605.0","2727747.0","2638259.0","638178.0","595907.0","616291.0","608325.0","992","133.0",
"_E01014656","Old Market and the Dings","4637","4154","4074","4161","2876.0","2739.0","2973.0","3320.0","6330.0","5675.0","5606.0","5360.0","6538856","7195171","8196390","8546889","1987335.0","2456921.0","3481700.0","4006624.0","4551521.0","4738250.0","4714690.0","4540265.0","1207","847.0",
"_E01014657","Barton Hill Road","3841","3661","3692","3649","2802.0","2704.0","2810.0","2855.0","6012.0","5650.0","5815.0","5597.0","4713008","4476989","4691921","4677458","2326070.0","2233802.0","2522945.0","2601034.0","2386938.0","2243188.0","2168976.0","2076423.0","911","371.0",
"_E01014658","St Philips","3627","3480","3677","3526","2706.0","2617.0","2826.0","2782.0","6664.0","6310.0","6550.0","6057.0","2962978","2874372","3059038","2979236","1696906.0","1656604.0","1814590.0","1816356.0","1266072.0","1217768.0","1244449.0","1162880.0","653","192.0",
"_E01014659","Filton Avenue North","3279","2934","3032","2855","2948.0","2706.0","2805.0","2728.0","7154.0","6167.0","6327.0","4909.0","2334536","2446791","2674396","2589829","1933934.0","2107629.0","2313778.0","2329670.0","400602.0","339162.0","360618.0","260159.0","854","53.0",
"_E01014660","Lockleaze North","4041","3950","3990","3566","3645.0","3568.0","3729.0","3337.0","6657.0","6452.0","5708.0","5228.0","2739529","2685944","2717492","2531899","2147058.0","2105281.0","2203755.0","2082281.0","592471.0","580664.0","513737.0","449619.0","624","86.0",
"_E01014661","Filton Avenue South","4203","3843","3862","3928","3835.0","3572.0","3595.0","3654.0","8272.0","7115.0","7426.0","7678.0","2538432","2363357","2382606","2423714","2124851.0","2028947.0","2063281.0","2101238.0","413582.0","334409.0","319325.0","322476.0","575","42.0",
"_E01014662","Horfield Sports Ground","3378","3605","3593","3498","3525.0","3382.0","3385.0","3364.0","1578.0","6492.0","6446.0","5429.0","2243285","2357905","2321268","2266533","2164398.0","2052804.0","2037627.0","2038532.0","78887.0","305100.0","283641.0","228000.0","606","42.0",
"_E01014663","Lockleaze South","3722","3503","3649","3688","3549.0","3370.0","3507.0","3574.0","5556.0","5021.0","5273.0","4942.0","2330254","2227626","2313232","2342158","2030242.0","1971553.0","2044328.0","2080240.0","300011.0","256073.0","268904.0","261917.0","582","53.0",
"_E01014664","Muller Road","4035","3714","3790","3723","3629.0","3229.0","3444.0","3361.0","5820.0","5818.0","5317.0","5417.0","2784434","2596145","2686966","2621225","2039492.0","1833953.0","1990476.0","1949497.0","744942.0","762191.0","696490.0","671728.0","580","124.0",
"_E01014665","Eastgate","3910","3723","3664","3732","3705.0","3538.0","3530.0","3572.0","6603.0","6346.0","5694.0","6335.0","3049577","2885041","2902154","3033874","2686396.0","2561373.0","2623150.0","2736151.0","363181.0","323668.0","279004.0","297723.0","766","47.0",
"_E01014666","Cranbrook Road","4594","4253","4340","4221","4469.0","4126.0","4205.0","4081.0","5949.0","5780.0","6036.0","5984.0","2995327","2764709","2886011","2810868","2668131.0","2475712.0","2590226.0","2517672.0","327195.0","288997.0","295785.0","293196.0","617","49.0",
"_E01014667","Westbury Park South","4202","4041","3917","4095","4091.0","3897.0","3775.0","3977.0","5908.0","6309.0","6271.0","6113.0","2622016","2513432","2467996","2584095","2397504.0","2279989.0","2242253.0","2370153.0","224512.0","233443.0","225744.0","213942.0","596","35.0",
"_E01014668","Berkeley Road South","4254","3993","3995","3980","4061.0","3727.0","3805.0","3802.0","6380.0","6727.0","5967.0","5900.0","2650445","2527311","2541086","2531187","2318679.0","2150593.0","2206955.0","2212587.0","331766.0","376718.0","334130.0","318600.0","582","54.0",
"_E01014669","Redland Court Road","4558","4427","4422","4266","4325.0","4203.0","4167.0","4071.0","6952.0","7029.0","7216.0","6586.0","2871593","2846339","2860901","2747249","2482267.0","2487869.0","2471229.0","2417967.0","389325.0","358470.0","389672.0","329282.0","594","50.0",
"_E01014670","Zetland Road","4462","4147","4276","4148","4267.0","3997.0","4152.0","4051.0","6231.0","5640.0","5573.0","5166.0","2703812","2533913","2634249","2572058","2329945.0","2218056.0","2333293.0","2293085.0","373867.0","315857.0","300956.0","278973.0","566","54.0",
"_E01014671","St Andrews Park","3836","3749","3645","3621","3626.0","3576.0","3426.0","3466.0","6035.0","5533.0","6020.0","5291.0","2508599","2455829","2420193","2422453","2164585.0","2134928.0","2083053.0","2120880.0","344014.0","320901.0","337139.0","301573.0","612","57.0",
"_E01014672","Manor Park","4876","4858","4871","4708","4244.0","4306.0","4279.0","4128.0","7881.0","7524.0","7729.0","7509.0","5080918","5100829","5105262","4934376","3654419.0","3746542.0","3713992.0","3582820.0","1426499.0","1354287.0","1391270.0","1351556.0","868","180.0",
"_E01014673","Two Mile Hill East","3521","3339","3308","3388","3362.0","3202.0","3080.0","3217.0","5274.0","4920.0","5896.0","5334.0","2915600","2968679","2986699","3062966","2551664.0","2619381.0","2556329.0","2673584.0","363937.0","349298.0","430371.0","389382.0","831","73.0",
"_E01014674","Burchells Green","3967","3802","3812","3743","3792.0","3603.0","3581.0","3607.0","6317.0","6155.0","6542.0","5376.0","2507389","2433505","2489421","2436469","2229437.0","2125750.0","2155803.0","2167681.0","277952.0","307755.0","333618.0","268788.0","601","50.0",
"_E01014675","Two Mile Hill West","3754","3510","3473","3484","3578.0","3353.0","3298.0","3348.0","6083.0","6021.0","6402.0","5807.0","2623764","2456670","2466037","2522154","2325706.0","2209798.0","2209967.0","2289857.0","298058.0","246872.0","256070.0","232297.0","684","40.0",
"_E01014676","Kingsway","4003","3651","3583","3687","3586.0","3302.0","3321.0","3457.0","6863.0","6056.0","5475.0","5423.0","2645886","2423933","2411585","2481574","2069405.0","1915262.0","1962649.0","2053167.0","576481.0","508671.0","448936.0","428407.0","594","79.0",
"_E01014677","Crews Hole","5033","4806","4716","4749","3737.0","3510.0","3582.0","3698.0","7790.0","7665.0","7181.0","7061.0","3618994","3450834","3428409","3466502","1827349.0","1733971.0","1783868.0","1856595.0","1791645.0","1716863.0","1644541.0","1609907.0","502","228.0",
"_E01014678","Nags Head Hill","3852","3650","3500","3606","3620.0","3386.0","3336.0","3439.0","7591.0","8284.0","6433.0","6654.0","2631109","2569546","2505984","2574606","2327459.0","2254753.0","2261527.0","2328427.0","303650.0","314793.0","244456.0","246178.0","677","37.0",
"_E01014679","Bryants Hill","4054","3813","3738","3956","3806.0","3598.0","3572.0","3765.0","6266.0","5746.0","5372.0","5840.0","2817334","2672810","2631537","2785228","2378681.0","2270603.0","2282372.0","2405630.0","438653.0","402207.0","349165.0","379599.0","639","65.0",
"_E01014680","Conham Valley","4326","3916","4010","4041","4192.0","3784.0","3893.0","3940.0","7687.0","7281.0","7022.0","6939.0","2253847","2083187","2141522","2169776","2100101.0","1937564.0","2001087.0","2044882.0","153746.0","145623.0","140435.0","124894.0","519","18.0",
"_E01014681","Redfield","3500","3409","3328","3146","3109.0","3036.0","3027.0","2846.0","6265.0","6178.0","5808.0","5898.0","3538079","3446759","3561139","3649054","2754935.0","2705415.0","2887363.0","2976721.0","783144.0","741344.0","673776.0","672333.0","1046","114.0",
"_E01014682","West St George","3691","3400","3457","3452","3444.0","3217.0","3288.0","3288.0","6428.0","5594.0","5458.0","5412.0","2505899","2424315","2395784","2402858","2145916.0","2116634.0","2101031.0","2110596.0","359984.0","307681.0","294753.0","292261.0","642","54.0",
"_E01014683","Clouds Hill","3210","3045","3084","2937","2955.0","2817.0","2817.0","2758.0","5431.0","5211.0","5549.0","4692.0","2677074","2582340","2652474","2593587","2210037.0","2160287.0","2186348.0","2208858.0","467037.0","422054.0","466126.0","384730.0","801","82.0",
"_E01014684","St Georges Park","3722","3486","3600","3486","3373.0","3111.0","3270.0","3141.0","5605.0","5501.0","5343.0","5298.0","3047977","2865218","2984580","2959816","2330493.0","2155617.0","2279264.0","2239274.0","717485.0","709601.0","705317.0","720542.0","713","136.0",
"_E01014685","Whiteway","3827","3688","3776","3801","3690.0","3497.0","3643.0","3663.0","6327.0","6872.0","6156.0","6217.0","2426360","2342042","2424176","2459476","2217561.0","2094660.0","2214874.0","2241885.0","208799.0","247381.0","209302.0","217591.0","612","35.0",
"_E01014686","Plummers Hill","3700","3337","3331","3202","3555.0","3120.0","3155.0","3071.0","6780.0","7986.0","7191.0","6080.0","2460641","2242342","2368072","2356708","2257229.0","2002758.0","2145161.0","2162157.0","203413.0","239584.0","222911.0","194551.0","704","32.0",
"_E01014687","East St George","3526","3328","3344","3403","3433.0","3289.0","3290.0","3349.0","5263.0","4110.0","4443.0","4535.0","2429132","2316434","2354380","2430034","2244930.0","2180808.0","2207753.0","2280374.0","184201.0","135626.0","146627.0","149660.0","681","33.0",
"_E01014688","Trymside","4743","4195","4246","4231","4268.0","3739.0","3886.0","3900.0","7137.0","6560.0","6182.0","5977.0","3182474","2877963","2925466","2923296","2390241.0","2149818.0","2257768.0","2265805.0","792233.0","728145.0","667697.0","657492.0","581","110.0",
"_E01014689","Southmead Central","3814","3685","3492","3633","3452.0","3439.0","3322.0","3408.0","5700.0","5016.0","4402.0","4849.0","2536335","2439191","2325843","2419663","1926397.0","1922504.0","1863606.0","1915408.0","609937.0","516687.0","462237.0","504255.0","562","104.0",
"_E01014690","Southmead East","3686","3456","3433","3459","3420.0","3291.0","3261.0","3306.0","6603.0","5381.0","5266.0","5052.0","3000305","2878927","2880509","2915810","2551280.0","2523776.0","2501375.0","2541987.0","449025.0","355151.0","379134.0","373823.0","769","74.0",
"_E01014691","Southmead West","3796","3381","3386","3366","3505.0","3142.0","3186.0","3169.0","6397.0","5728.0","5445.0","5445.0","3477003","3100607","3094900","3079439","2888516.0","2613709.0","2653827.0","2649307.0","588487.0","486899.0","441073.0","430132.0","836","79.0",
"_E01014692","Fonthill","4166","3676","3692","3643","3989.0","3506.0","3541.0","3559.0","7100.0","6270.0","5877.0","4836.0","2416395","2212792","2226356","2218714","2182093.0","1980805.0","1997145.0","2025267.0","234302.0","231987.0","229211.0","193447.0","569","40.0",
"_E01014693","Charlton Mead","3652","3406","3456","3319","3433.0","3209.0","3288.0","3158.0","7765.0","6987.0","6637.0","6587.0","2447114","2288897","2346417","2253923","2183108.0","2044356.0","2120775.0","2043129.0","264006.0","244541.0","225642.0","210794.0","647","32.0",
"_E01014694","Southmead North","4503","4249","4364","4241","3923.0","3720.0","3883.0","3844.0","6589.0","6244.0","6158.0","5777.0","2981000","2757351","2867437","2824711","2032222.0","1908231.0","2011465.0","2033318.0","948778.0","849120.0","855972.0","791394.0","529","137.0",
"_E01014695","Bower Ashton","3402","3143","3195","3131","2947.0","2747.0","2838.0","2792.0","9306.0","8637.0","8382.0","6881.0","2663991","2473798","2530375","2827602","2142831.0","2016053.0","2102912.0","2311527.0","521160.0","457745.0","427463.0","516075.0","828","75.0",
"_E01014696","Hamilton Road","3640","3523","3359","3419","3449.0","3284.0","3145.0","3259.0","5824.0","5548.0","5233.0","4858.0","2453186","2469347","2361448","2427353","2138663.0","2058765.0","1984686.0","2082463.0","314523.0","410581.0","376762.0","344891.0","639","71.0",
"_E01014697","Bedminster","4267","3911","3671","3609","3407.0","2978.0","2720.0","2712.0","5552.0","5327.0","5311.0","5162.0","5906163","5494649","5623510","5542961","2824743.0","2522367.0","2638790.0","2641674.0","3081420.0","2972282.0","2984720.0","2901287.0","974","562.0",
"_E01014698","Stackpool Road","3355","3091","3070","3160","3137.0","2941.0","2912.0","3005.0","6395.0","5324.0","5584.0","5639.0","2858337","2738809","2744601","2853035","2493845.0","2440681.0","2448667.0","2554158.0","364492.0","298128.0","295935.0","298877.0","850","53.0",
"_E01014699","Coronation Road West","4113","4059","3720","3583","3300.0","3012.0","2891.0","2858.0","6237.0","6836.0","6034.0","5633.0","2957399","2950717","2734368","2633341","1716220.0","1590351.0","1563839.0","1551720.0","1241179.0","1360366.0","1170530.0","1081621.0","543","192.0",
"_E01014700","Ashton","4133","3840","3609","3639","3897.0","3594.0","3392.0","3433.0","8333.0","8219.0","7502.0","7547.0","2794222","2599625","2454349","2467396","2494217.0","2303754.0","2184274.0","2210803.0","300006.0","295871.0","270075.0","256593.0","644","34.0",
"_E01014701","Coronation Road East","3838","3620","3590","3689","3666.0","3439.0","3423.0","3526.0","5785.0","5646.0","5481.0","5607.0","2874940","2729519","2739206","2825712","2522061.0","2379450.0","2399380.0","2489314.0","352879.0","350069.0","339827.0","336398.0","706","60.0",
"_E01014702","Stockwood Lane North","4669","4353","4200","4199","4354.0","4171.0","4038.0","4020.0","7672.0","6183.0","5830.0","6078.0","2857325","2685945","2600108","2599314","2412341.0","2339686.0","2273612.0","2271131.0","444984.0","346260.0","326496.0","328183.0","565","54.0",
"_E01014703","Burnbush Hill","4082","3725","3762","3721","3530.0","3292.0","3381.0","3348.0","6372.0","5673.0","5501.0","5496.0","2837024","2603603","2640808","2615726","1976749.0","1883184.0","1947674.0","1945227.0","860275.0","720419.0","693134.0","670499.0","581","122.0",
"_E01014704","Woodleigh Gardens","4034","3974","3964","4115","3903.0","3736.0","3729.0","3953.0","4908.0","5683.0","5618.0","5391.0","2851911","2865294","2838334","3205764","2400365.0","2365170.0","2338347.0","2731379.0","451546.0","500124.0","499988.0","474385.0","691","88.0",
"_E01014705","The Coots","4397","4129","4043","4045","4185.0","3931.0","3885.0","3906.0","9453.0","9374.0","8259.0","7971.0","2290907","2159246","2130628","2131750","2092400.0","1981135.0","1973702.0","1988270.0","198507.0","178112.0","156926.0","143481.0","509","18.0",
"_E01014706","Burnbush","3834","3706","3362","3463","3327.0","3204.0","2948.0","3087.0","7272.0","7031.0","6238.0","5901.0","2327099","2316470","2111063","2049803","1759865.0","1739965.0","1618262.0","1583618.0","567234.0","576505.0","492800.0","466184.0","513","79.0",
"_E01014707","Stockwood Lane South","4997","4486","4311","4361","4334.0","3987.0","3955.0","3943.0","9658.0","8206.0","7225.0","7741.0","3292787","2956483","2849567","2891214","2500814.0","2316394.0","2329346.0","2326104.0","791973.0","640089.0","520220.0","565110.0","590","73.0",
"_E01014708","Hazelbury","4777","4404","4369","4280","4471.0","4096.0","4090.0","3994.0","8890.0","8469.0","8223.0","8233.0","3386744","3311914","3360140","3295443","2951122.0","2863036.0","2932562.0","2867328.0","435623.0","448878.0","427577.0","428115.0","718","52.0",
"_E01014709","Sneyd Park and the Downs","6030","5752","5894","5426","5131.0","4886.0","5153.0","4840.0","8193.0","7845.0","7595.0","6800.0","4480092","4204628","4231996","3901211","2693976.0","2525805.0","2576317.0","2439173.0","1786116.0","1678824.0","1655679.0","1462038.0","504","215.0",
"_E01014710","Rockleaze","4928","4765","4516","4661","4536.0","4313.0","4125.0","4293.0","7153.0","7350.0","6807.0","6962.0","3030505","2944672","2786280","2871308","2372459.0","2268498.0","2173682.0","2279531.0","658046.0","676175.0","612598.0","591777.0","531","85.0",
"_E01014711","Stoke Bishop North","5556","5185","5044","4929","5056.0","4854.0","4707.0","4635.0","9909.0","8064.0","8060.0","7621.0","2966738","2763682","2708894","2651687","2421762.0","2320169.0","2273675.0","2247789.0","544976.0","443513.0","435219.0","403898.0","485","53.0",
"_E01014712","Stoke Bishop South","4708","4438","4340","4314","4465.0","4195.0","4167.0","4122.0","7867.0","7815.0","6754.0","6906.0","2438697","2316466","2273988","2256136","2147614.0","2042954.0","2037599.0","2007522.0","291083.0","273512.0","236389.0","248614.0","487","36.0",
"_E01014713","Old Sneed Park","5801","5745","5158","5069","4470.0","4368.0","4296.0","4178.0","9640.0","9867.0","7756.0","7810.0","3828954","3809043","3414708","3366005","2190103.0","2171051.0","2134981.0","2093050.0","1638851.0","1637992.0","1279727.0","1272955.0","501","163.0",
"_E01014714","University Halls","5350","5204","5088","4952","5151.0","5027.0","4954.0","4928.0","6481.0","6223.0","5878.0","5093.0","3081427","2992023","2951038","2871896","2524025.0","2463085.0","2457264.0","2454257.0","557402.0","528938.0","493774.0","417639.0","498","82.0",
"_E01014715","Canford Park","4640","4377","4301","4375","4430.0","4197.0","4172.0","4230.0","6996.0","6587.0","5833.0","6315.0","2937388","2783949","2769924","2817645","2573601.0","2467792.0","2478287.0","2533456.0","363788.0","316157.0","291637.0","284189.0","599","45.0",
"_E01014716","Canford Lane","4659","4392","4343","4320","4309.0","4165.0","4180.0","4184.0","8476.0","7049.0","6172.0","5922.0","3056031","2902822","2862123","2859951","2589861.0","2536280.0","2528849.0","2552004.0","466169.0","366542.0","333274.0","307947.0","610","52.0",
"_E01014717","Elmlea","4932","4583","4564","4518","4656.0","4394.0","4450.0","4425.0","8612.0","7160.0","6260.0","5994.0","2761792","2548130","2541907","2516469","2425928.0","2276034.0","2322795.0","2318671.0","335864.0","272096.0","219112.0","197797.0","524","33.0",
"_E01014718","Henbury Hill","4552","4356","4290","4336","4071.0","3992.0","3843.0","3892.0","6947.0","6225.0","6609.0","6669.0","3127390","2996793","2943028","2982876","2328433.0","2299595.0","2209439.0","2249321.0","798957.0","697198.0","733590.0","733556.0","578","110.0",
"_E01014719","Westbury Village","4720","4584","4342","4182","4071.0","4044.0","3918.0","3750.0","7341.0","6819.0","6082.0","5906.0","3304004","3204259","3039234","2923188","2283662.0","2276914.0","2205946.0","2096303.0","1020342.0","927345.0","833288.0","826885.0","559","140.0",
"_E01014720","Lake Road","3707","3586","3488","3554","3427.0","3180.0","3206.0","3325.0","5386.0","6002.0","5193.0","4973.0","2832070","2718220","2654244","2704760","2244949.0","2063997.0","2093455.0","2177654.0","587121.0","654223.0","560790.0","527106.0","655","106.0",
"_E01014721","Westbury North","3969","3892","3794","3755","3637.0","3534.0","3558.0","3481.0","7147.0","7374.0","6240.0","6923.0","2607310","2541737","2496690","2448386","2164176.0","2091916.0","2134746.0","2088393.0","443134.0","449820.0","361944.0","359993.0","600","52.0",
"_E01014722","Tanorth Road","4384","4186","4074","4007","4171.0","4020.0","3902.0","3895.0","6922.0","6244.0","6263.0","5471.0","2827951","2691837","2627922","2596319","2481854.0","2392119.0","2333554.0","2344663.0","346098.0","299719.0","294369.0","251656.0","602","46.0",
"_E01014723","Court Farm Road","4516","4187","4237","4283","4346.0","4049.0","4103.0","4145.0","5434.0","4970.0","5034.0","5086.0","2605580","2403386","2436337","2462474","2116563.0","1975969.0","2018545.0","2035282.0","489018.0","427418.0","417792.0","427192.0","491","84.0",
"_E01014724","Fulford Road South","3234","3352","3243","3356","3125.0","3248.0","3170.0","3260.0","6044.0","6128.0","5342.0","5659.0","2493717","2597781","2529259","2688166","2318452.0","2426191.0","2390381.0","2507074.0","175266.0","171590.0","138878.0","181093.0","769","32.0",
"_E01014725","Whitchurch","4481","4189","4110","4008","4329.0","4031.0","4012.0","3930.0","7716.0","7463.0","6224.0","5703.0","2795937","2639217","2589285","2537128","2579886.0","2422778.0","2415023.0","2377454.0","216051.0","216439.0","174263.0","159675.0","605","28.0",
"_E01014726","Hareclive","3678","3728","3756","3698","3660.0","3672.0","3799.0","3709.0","4139.0","4886.0","2969.0","3487.0","2563435","2613161","2636858","2599966","2455828.0","2456802.0","2529983.0","2481394.0","107607.0","156360.0","106875.0","118573.0","669","34.0",
"_E01014727","Bishport Avenue East","3645","3682","3669","3503","3550.0","3543.0","3592.0","3457.0","5225.0","6137.0","5169.0","4274.0","2365708","2404390","2399537","2294429","2172367.0","2189581.0","2234123.0","2136279.0","193341.0","214810.0","165414.0","158150.0","618","37.0",
"_E01014728","Whitchurch Park","3787","3661","3608","3545","3620.0","3489.0","3465.0","3411.0","6551.0","6476.0","5946.0","5968.0","2923351","2859479","2817757","2761935","2635103.0","2568056.0","2550185.0","2517249.0","288248.0","291423.0","267572.0","244686.0","738","41.0",
"_E01014729","Marksbury Road","4154","3842","3744","3816","3803.0","3509.0","3695.0","3689.0","5727.0","5330.0","3959.0","4363.0","3045163","2819742","2703256","2591115","2277741.0","2105504.0","2172716.0","2032669.0","767423.0","714238.0","530540.0","558446.0","551","128.0",
"_E01014730","Lower Totterdown","3939","3776","3625","3670","3015.0","2869.0","2810.0","2859.0","6560.0","6311.0","5872.0","5951.0","3355621","3281024","3201072","3273714","1899273.0","1835818.0","1821096.0","1881173.0","1456348.0","1445206.0","1379976.0","1392542.0","658","234.0",
"_E01014731","Upper Totterdown","3145","2956","2820","2840","2947.0","2801.0","2710.0","2695.0","4799.0","4282.0","3756.0","4189.0","2406020","2290633","2202457","2223911","2012514.0","1943768.0","1894439.0","1905523.0","393506.0","346864.0","308018.0","318388.0","707","76.0",
"_E01014732","Wells Road","3248","3194","3095","3148","3164.0","3095.0","3000.0","3068.0","4887.0","5158.0","5038.0","4781.0","2325654","2315716","2371099","2424107","2154601.0","2135201.0","2189727.0","2251978.0","171054.0","180515.0","181372.0","172130.0","734","36.0",
"_E01014733","Windmill Hill West","3593","3344","3380","3363","3258.0","3107.0","3176.0","3117.0","5549.0","4766.0","4687.0","4991.0","2774126","2598388","2646861","2639931","2147072.0","2069373.0","2150076.0","2125865.0","627054.0","529015.0","496786.0","514065.0","682","103.0",
"_E01014734","Windmill Hill East","3823","3596","3664","3489","3431.0","3232.0","3283.0","3250.0","5923.0","5490.0","5664.0","4758.0","2626181","2477703","2583326","2491054","1986514.0","1868280.0","1943295.0","1953435.0","639668.0","609423.0","640031.0","537618.0","601","113.0",
"_E01014735","Victoria Park","3642","3484","3455","3343","3261.0","3153.0","3181.0","3042.0","8105.0","7487.0","7031.0","7710.0","2778513","2692922","2667168","2591102","2292205.0","2251166.0","2280441.0","2205612.0","486308.0","441756.0","386728.0","385490.0","725","50.0",
"_E01014736","St Johns Lane","4158","3877","3785","3703","3706.0","3359.0","3440.0","3356.0","7303.0","7504.0","6284.0","6161.0","3309537","3101476","3051011","2995379","2579249.0","2351072.0","2435215.0","2379322.0","730288.0","750403.0","615796.0","616057.0","709","100.0",
"_00HB","Bristol (City of)","4049","3837","3814","3780","3716.0","3532.0","3539.0","3528.0","6475.0","6127.0","5928.0","5772.0","2947052","2836949","2852202","2852127","2340104.0","2264574.0","2300588.0","2320184.0","606948.0","572375.0","551614.0","531943.0","666","93.0",
